frame_number,time_s,tag,probability,x,y,w,h
170,5.666666666666667,egg,0.984375,80,48,8,8
170,5.666666666666667,egg,0.992188,128,64,16,8
170,5.666666666666667,egg,0.875,24,72,8,8
170,5.666666666666667,egg,0.996094,88,80,8,16
170,5.666666666666667,bee,0.953125,192,80,8,16
170,5.666666666666667,egg,0.773438,72,88,8,16
170,5.666666666666667,egg,0.921875,136,88,16,16
170,5.666666666666667,egg,0.996094,120,96,8,8
170,5.666666666666667,bee,0.988281,208,96,8,16
170,5.666666666666667,egg,0.835938,40,104,8,8
170,5.666666666666667,bee,0.992188,120,112,24,16
170,5.666666666666667,bee,0.976562,96,120,16,16
170,5.666666666666667,bee,0.773438,152,120,8,8
170,5.666666666666667,egg,0.992188,24,128,16,32
170,5.666666666666667,bee,0.996094,56,128,24,16
170,5.666666666666667,bee,0.953125,208,128,8,8
170,5.666666666666667,egg,0.957031,80,136,16,32
170,5.666666666666667,bee,0.929688,128,136,16,16
170,5.666666666666667,bee,0.972656,152,136,8,8
170,5.666666666666667,bee,0.949219,184,144,8,8
170,5.666666666666667,bee,0.941406,96,152,8,8
170,5.666666666666667,bee,0.5,16,160,8,8
170,5.666666666666667,bee,0.5,192,160,8,8
170,5.666666666666667,bee,0.953125,48,168,16,8
170,5.666666666666667,bee,0.695312,96,168,8,8
170,5.666666666666667,bee,0.949219,128,168,8,8
170,5.666666666666667,bee,0.996094,160,168,8,16
170,5.666666666666667,egg,0.621094,56,176,16,16
170,5.666666666666667,bee,0.8125,128,192,16,8
170,5.666666666666667,bee,0.523438,104,200,8,8
170,5.666666666666667,bee,0.652344,88,208,8,8
175,5.833333333333333,bee,0.992188,104,8,8,8
175,5.833333333333333,bee,0.976562,48,16,16,8
175,5.833333333333333,bee,0.625,24,24,8,8
175,5.833333333333333,bee,0.957031,96,24,8,8
175,5.833333333333333,egg,0.953125,136,32,8,8
175,5.833333333333333,bee,0.929688,184,40,8,8
175,5.833333333333333,bee,0.675781,208,40,8,8
175,5.833333333333333,egg,0.992188,32,48,8,16
175,5.833333333333333,egg,0.992188,80,48,8,8
175,5.833333333333333,egg,0.757812,136,64,8,8
175,5.833333333333333,egg,0.863281,24,72,8,8
175,5.833333333333333,bee,0.992188,168,72,8,8
175,5.833333333333333,bee,0.578125,208,80,8,8
175,5.833333333333333,egg,0.996094,72,88,16,16
175,5.833333333333333,egg,0.960938,136,88,16,16
175,5.833333333333333,bee,0.992188,192,88,8,8
175,5.833333333333333,egg,0.996094,120,96,8,8
175,5.833333333333333,bee,0.996094,160,96,8,8
175,5.833333333333333,egg,0.8125,40,104,8,8
175,5.833333333333333,bee,0.828125,208,104,8,16
175,5.833333333333333,bee,0.601562,0,112,8,8
175,5.833333333333333,bee,0.988281,120,112,24,16
175,5.833333333333333,bee,0.753906,152,120,8,8
175,5.833333333333333,egg,0.996094,24,128,16,32
175,5.833333333333333,egg,0.648438,144,128,8,8
175,5.833333333333333,bee,0.929688,208,128,8,8
175,5.833333333333333,egg,0.949219,80,136,16,32
175,5.833333333333333,bee,0.984375,128,136,16,8
175,5.833333333333333,bee,0.980469,152,136,8,8
175,5.833333333333333,bee,0.988281,184,144,8,8
175,5.833333333333333,bee,0.9375,96,152,8,8
175,5.833333333333333,bee,0.527344,200,152,8,8
175,5.833333333333333,bee,0.96875,48,168,16,8
175,5.833333333333333,bee,0.671875,96,168,8,8
175,5.833333333333333,bee,0.980469,128,168,8,8
175,5.833333333333333,bee,0.988281,160,168,8,16
175,5.833333333333333,egg,0.652344,40,176,8,8
175,5.833333333333333,egg,0.644531,56,176,16,16
175,5.833333333333333,bee,0.8125,128,184,16,16
175,5.833333333333333,bee,0.867188,32,192,8,8
175,5.833333333333333,bee,0.625,104,200,8,8
175,5.833333333333333,bee,0.675781,168,200,8,8
175,5.833333333333333,bee,0.90625,80,208,16,8
180,6.0,bee,0.992188,104,8,8,8
180,6.0,bee,0.992188,8,16,72,128
180,6.0,egg,0.886719,136,32,8,16
180,6.0,bee,0.949219,184,40,8,8
180,6.0,bee,0.8125,208,40,8,8
180,6.0,egg,0.992188,32,48,8,16
180,6.0,egg,0.996094,80,48,8,8
180,6.0,egg,0.808594,136,64,8,8
180,6.0,egg,0.757812,24,72,8,8
180,6.0,bee,0.992188,168,72,8,8
180,6.0,bee,0.527344,208,80,8,8
180,6.0,egg,0.996094,72,88,16,16
180,6.0,egg,0.953125,136,88,16,16
180,6.0,bee,0.925781,192,88,8,8
180,6.0,egg,0.996094,120,96,8,8
180,6.0,egg,0.722656,40,104,8,8
180,6.0,bee,0.878906,216,112,8,8
180,6.0,egg,0.992188,24,128,16,32
180,6.0,egg,0.671875,144,128,8,8
180,6.0,bee,0.867188,208,128,8,8
180,6.0,egg,0.957031,80,136,16,32
180,6.0,bee,0.957031,184,144,8,8
180,6.0,bee,0.9375,96,152,8,8
180,6.0,bee,0.8125,16,160,8,8
180,6.0,bee,0.964844,48,168,16,8
180,6.0,bee,0.695312,96,168,8,8
180,6.0,bee,0.941406,128,168,8,8
180,6.0,bee,0.957031,152,168,16,16
180,6.0,egg,0.828125,40,176,8,8
180,6.0,egg,0.734375,56,176,16,16
180,6.0,bee,0.828125,128,184,16,16
180,6.0,bee,0.890625,32,192,16,8
180,6.0,bee,0.855469,104,200,8,8
180,6.0,bee,0.628906,168,200,8,8
180,6.0,bee,0.90625,80,208,16,8
185,6.166666666666667,bee,0.550781,104,8,8,8
185,6.166666666666667,bee,0.855469,48,16,8,8
185,6.166666666666667,bee,0.996094,72,24,88,120
185,6.166666666666667,egg,0.964844,136,32,16,24
185,6.166666666666667,bee,0.941406,24,40,8,8
185,6.166666666666667,bee,0.929688,184,40,8,16
185,6.166666666666667,egg,0.96875,32,48,8,16
185,6.166666666666667,egg,0.992188,56,48,8,16
185,6.166666666666667,egg,0.996094,80,48,8,8
185,6.166666666666667,bee,0.949219,40,64,16,16
185,6.166666666666667,egg,0.574219,24,72,8,8
185,6.166666666666667,bee,0.996094,168,72,8,16
185,6.166666666666667,bee,0.550781,208,80,8,8
185,6.166666666666667,egg,0.996094,72,88,16,16
185,6.166666666666667,egg,0.949219,136,88,16,16
185,6.166666666666667,egg,0.996094,120,96,8,8
185,6.166666666666667,bee,0.996094,160,96,8,8
185,6.166666666666667,bee,0.996094,192,96,8,16
185,6.166666666666667,egg,0.667969,40,104,8,8
185,6.166666666666667,bee,0.949219,216,112,8,8
185,6.166666666666667,egg,0.972656,24,128,16,32
185,6.166666666666667,egg,0.839844,144,128,8,8
185,6.166666666666667,bee,0.8125,208,128,8,8
185,6.166666666666667,egg,0.960938,80,136,16,32
185,6.166666666666667,bee,0.9375,184,144,8,8
185,6.166666666666667,bee,0.917969,96,152,8,8
185,6.166666666666667,bee,0.792969,16,160,16,16
185,6.166666666666667,bee,0.953125,48,168,16,8
185,6.166666666666667,bee,0.808594,96,168,8,8
185,6.166666666666667,bee,0.992188,120,168,16,8
185,6.166666666666667,bee,0.972656,152,168,16,16
185,6.166666666666667,egg,0.898438,40,176,8,8
185,6.166666666666667,egg,0.734375,56,176,16,16
185,6.166666666666667,bee,0.792969,128,184,8,16
185,6.166666666666667,bee,0.992188,40,192,8,8
185,6.166666666666667,bee,0.867188,80,192,16,24
185,6.166666666666667,bee,0.964844,104,200,8,8
190,6.333333333333333,bee,0.71875,48,8,16,16
190,6.333333333333333,bee,0.578125,88,8,8,8
190,6.333333333333333,bee,0.625,104,8,8,8
190,6.333333333333333,bee,0.996094,112,24,24,8
190,6.333333333333333,egg,0.96875,136,32,16,24
190,6.333333333333333,bee,0.996094,104,40,24,56
190,6.333333333333333,bee,0.628906,208,40,8,16
190,6.333333333333333,egg,0.976562,32,48,8,16
190,6.333333333333333,egg,0.992188,56,48,8,16
190,6.333333333333333,egg,0.996094,80,48,8,8
190,6.333333333333333,bee,0.90625,184,48,8,8
190,6.333333333333333,bee,0.996094,144,64,8,24
190,6.333333333333333,bee,0.675781,216,64,8,8
190,6.333333333333333,egg,0.574219,24,72,8,8
190,6.333333333333333,bee,0.996094,168,80,8,8
190,6.333333333333333,egg,0.988281,72,88,16,16
190,6.333333333333333,egg,0.96875,136,88,16,16
190,6.333333333333333,bee,0.949219,208,88,8,16
190,6.333333333333333,egg,0.996094,120,96,8,8
190,6.333333333333333,bee,0.996094,160,96,8,8
190,6.333333333333333,egg,0.546875,40,104,8,8
190,6.333333333333333,bee,0.523438,104,104,8,8
190,6.333333333333333,bee,0.996094,120,112,40,16
190,6.333333333333333,bee,0.898438,216,112,8,8
190,6.333333333333333,bee,0.976562,96,120,8,16
190,6.333333333333333,egg,0.960938,24,128,16,32
190,6.333333333333333,egg,0.851562,144,128,8,8
190,6.333333333333333,bee,0.855469,208,128,8,8
190,6.333333333333333,egg,0.964844,80,136,16,32
190,6.333333333333333,bee,0.996094,136,136,8,8
190,6.333333333333333,bee,0.953125,152,136,16,8
190,6.333333333333333,bee,0.980469,184,136,8,24
190,6.333333333333333,bee,0.917969,96,152,8,8
190,6.333333333333333,bee,0.8125,208,152,8,8
190,6.333333333333333,bee,0.996094,16,160,16,8
190,6.333333333333333,bee,0.96875,40,160,24,16
190,6.333333333333333,bee,0.574219,96,168,8,8
190,6.333333333333333,bee,0.957031,120,168,16,8
190,6.333333333333333,bee,0.984375,152,168,16,8
190,6.333333333333333,egg,0.921875,40,176,8,8
190,6.333333333333333,egg,0.855469,56,176,16,16
190,6.333333333333333,bee,0.992188,80,184,8,16
190,6.333333333333333,bee,0.777344,128,184,16,16
190,6.333333333333333,bee,0.996094,48,192,8,8
190,6.333333333333333,bee,0.96875,104,200,8,8
190,6.333333333333333,bee,0.941406,88,216,8,8
195,6.5,bee,0.777344,48,8,8,16
195,6.5,bee,0.527344,88,8,8,8
195,6.5,bee,0.792969,104,8,8,8
195,6.5,bee,0.949219,64,24,8,24
195,6.5,bee,0.957031,88,24,16,24
195,6.5,bee,0.992188,112,24,8,8
195,6.5,bee,0.996094,128,24,8,8
195,6.5,bee,0.972656,40,32,16,24
195,6.5,egg,0.976562,136,32,16,24
195,6.5,bee,0.5,208,40,8,8
195,6.5,egg,0.984375,32,48,8,16
195,6.5,egg,0.882812,48,48,16,16
195,6.5,egg,0.996094,80,48,8,8
195,6.5,egg,0.808594,24,72,8,8
195,6.5,bee,0.996094,144,72,8,16
195,6.5,bee,0.996094,160,80,8,32
195,6.5,egg,0.996094,80,88,16,8
195,6.5,egg,0.957031,136,88,16,16
195,6.5,egg,0.996094,120,96,8,8
195,6.5,bee,0.949219,208,96,8,8
195,6.5,egg,0.863281,40,104,8,8
195,6.5,egg,0.988281,80,104,16,24
195,6.5,bee,0.964844,192,112,16,8
195,6.5,bee,0.964844,216,112,8,8
195,6.5,egg,0.972656,24,128,16,32
195,6.5,bee,0.527344,208,128,8,8
195,6.5,egg,0.949219,80,136,16,32
195,6.5,bee,0.925781,96,152,8,8
195,6.5,bee,0.984375,184,152,8,8
195,6.5,bee,0.828125,208,152,8,8
195,6.5,bee,0.964844,16,160,8,8
195,6.5,bee,0.941406,48,168,16,8
195,6.5,bee,0.964844,120,168,16,8
195,6.5,bee,0.9375,152,168,8,8
195,6.5,egg,0.839844,40,176,8,8
195,6.5,egg,0.789062,56,176,16,16
195,6.5,bee,0.992188,80,184,8,8
195,6.5,bee,0.988281,48,192,8,8
195,6.5,bee,0.675781,128,192,8,8
195,6.5,bee,0.992188,104,200,8,8
195,6.5,bee,0.929688,88,216,8,8
200,6.666666666666667,bee,0.8125,48,8,8,16
200,6.666666666666667,bee,0.695312,88,8,8,8
200,6.666666666666667,bee,0.929688,104,8,8,8
200,6.666666666666667,bee,0.996094,128,16,8,16
200,6.666666666666667,egg,0.976562,136,32,16,24
200,6.666666666666667,egg,0.964844,32,48,8,16
200,6.666666666666667,egg,0.921875,48,48,16,16
200,6.666666666666667,egg,0.996094,80,48,8,8
200,6.666666666666667,bee,0.8125,208,48,8,8
200,6.666666666666667,bee,0.527344,184,56,8,8
200,6.666666666666667,bee,0.996094,128,64,24,24
200,6.666666666666667,egg,0.625,24,72,8,8
200,6.666666666666667,egg,0.996094,88,88,8,8
200,6.666666666666667,egg,0.996094,120,88,8,16
200,6.666666666666667,egg,0.945312,136,88,16,16
200,6.666666666666667,bee,0.996094,160,88,16,24
200,6.666666666666667,bee,0.917969,208,96,8,8
200,6.666666666666667,egg,0.597656,40,104,8,8
200,6.666666666666667,egg,0.992188,80,104,16,24
200,6.666666666666667,bee,0.992188,120,112,24,16
200,6.666666666666667,egg,0.734375,16,120,8,8
200,6.666666666666667,bee,0.996094,160,120,8,16
200,6.666666666666667,bee,0.792969,200,120,8,8
200,6.666666666666667,egg,0.984375,24,136,16,24
200,6.666666666666667,bee,0.996094,136,136,8,8
200,6.666666666666667,bee,0.523438,192,136,8,8
200,6.666666666666667,egg,0.945312,80,144,16,24
200,6.666666666666667,bee,0.601562,16,152,8,16
200,6.666666666666667,bee,0.882812,96,152,8,8
200,6.666666666666667,bee,0.71875,184,152,8,16
200,6.666666666666667,bee,0.628906,208,152,8,8
200,6.666666666666667,bee,0.5,32,160,8,8
200,6.666666666666667,bee,0.929688,48,168,16,8
200,6.666666666666667,bee,0.988281,112,168,16,16
200,6.666666666666667,bee,0.984375,152,168,8,8
200,6.666666666666667,egg,0.898438,40,176,8,8
200,6.666666666666667,egg,0.789062,56,176,16,16
200,6.666666666666667,bee,0.996094,80,184,8,16
200,6.666666666666667,bee,0.949219,48,192,8,8
200,6.666666666666667,bee,0.578125,128,192,8,8
200,6.666666666666667,bee,0.988281,104,200,8,8
200,6.666666666666667,bee,0.792969,88,216,8,8
205,6.833333333333333,bee,0.652344,48,8,8,16
205,6.833333333333333,bee,0.757812,88,8,8,8
205,6.833333333333333,bee,0.992188,112,24,8,8
205,6.833333333333333,bee,0.980469,128,24,16,8
205,6.833333333333333,egg,0.964844,136,32,16,24
205,6.833333333333333,bee,0.984375,112,40,8,24
205,6.833333333333333,egg,0.5625,32,48,8,8
205,6.833333333333333,egg,0.996094,80,48,8,8
205,6.833333333333333,bee,0.894531,128,48,8,8
205,6.833333333333333,egg,0.894531,48,56,16,8
205,6.833333333333333,egg,0.554688,96,56,8,8
205,6.833333333333333,bee,0.992188,128,64,24,24
205,6.833333333333333,bee,0.867188,184,64,8,8
205,6.833333333333333,bee,0.996094,104,72,8,32
205,6.833333333333333,egg,0.996094,88,88,8,8
205,6.833333333333333,egg,0.996094,120,88,8,16
205,6.833333333333333,egg,0.945312,144,88,8,16
205,6.833333333333333,bee,0.960938,160,88,24,24
205,6.833333333333333,bee,0.609375,136,96,8,8
205,6.833333333333333,bee,0.992188,208,96,8,8
205,6.833333333333333,egg,0.992188,80,104,16,24
205,6.833333333333333,bee,0.980469,200,120,8,16
205,6.833333333333333,egg,0.984375,24,128,16,32
205,6.833333333333333,egg,0.980469,80,136,16,32
205,6.833333333333333,bee,0.917969,16,152,8,8
205,6.833333333333333,egg,0.964844,64,152,8,16
205,6.833333333333333,bee,0.929688,96,152,8,8
205,6.833333333333333,bee,0.925781,208,152,8,8
205,6.833333333333333,bee,0.777344,184,160,8,8
205,6.833333333333333,bee,0.898438,48,168,16,8
205,6.833333333333333,bee,0.953125,104,168,16,8
205,6.833333333333333,bee,0.980469,152,168,8,16
205,6.833333333333333,egg,0.90625,40,176,8,8
205,6.833333333333333,egg,0.753906,56,176,16,16
205,6.833333333333333,bee,0.9375,80,176,8,16
205,6.833333333333333,bee,0.625,216,184,8,8
205,6.833333333333333,bee,0.96875,56,192,8,8
205,6.833333333333333,bee,0.628906,128,192,16,8
205,6.833333333333333,bee,0.878906,104,200,8,8
